v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,classLabel
b,29.25,0.001479,u,0.40281032,0.673474659,5.04,t,t,5,t,g,168,0,1680000,t,1,yes.
a,36,1.00E-04,u,0.646470417,0.820141932,2,t,t,11,f,g,0,456,0,t,1,yes.
b,31.67,0.0016165,u,3.424560295,0.794633922,3,t,t,9,f,g,250,730,2500000,t,1,yes.
b,60.08,0.00145,u,0.648337814,0.766721501,18,t,t,15,t,g,0,1000,0,t,1,yes.
b,22.33,0.0011,u,-4.949891514,0.572819905,2,t,t,1,f,g,80,278,8.00E+05,NA,1,yes.
b,40,0.00065,u,-0.755307954,0.686814534,3.5,t,t,1,f,g,0,500,0,NA,1,yes.
b,35.17,0.0025125,u,-3.264441809,0.886953183,1.625,t,t,1,t,g,515,500,5150000,NA,1,yes.
b,41.33,0,u,3.659372118,0.563699524,15,t,f,0,f,g,0,0,0,NA,1,yes.
a,20.75,0.0010335,u,-3.501699581,0.774377988,0.335,t,t,1,t,g,80,50,8.00E+05,t,1,yes.
b,32.08,4.00E-04,u,2.123853338,0.638612749,2.5,t,f,0,t,g,360,0,3600000,NA,1,yes.
b,NA,4.00E-04,u,-3.761814244,0.849208516,5,t,t,3,t,g,290,2279,2900000,t,1,yes.
b,23.92,0.00015,u,0.012102793,0.886889229,1.875,t,t,6,f,g,200,327,2.00E+06,t,1,yes.
a,23.25,0.0005875,u,1.778217056,0.706773372,3.17,t,t,10,f,g,120,245,1200000,NA,1,yes.
a,46.67,4.60E-05,u,2.462813163,0.695981082,0.415,t,t,11,t,g,440,6,4400000,NA,1,yes.
a,25,0.001233,u,3.601318344,0.997617302,3.5,t,t,6,f,g,400,458,4.00E+06,t,1,yes.
b,25.5,3.75E-05,u,0.009311752,0.838706466,0.25,t,t,3,f,g,260,15108,2600000,t,1,yes.
a,18.75,0.00075,u,4.854268909,0.820692066,2.71,t,t,5,f,g,NA,26726,NA,t,1,yes.
a,23.5,9.00E-04,u,-4.27876665,1.026845446,8.5,t,t,5,t,g,120,0,1200000,t,1,yes.
b,34.17,0.000917,u,-0.919188398,0.73504562,4.5,t,t,12,t,g,0,221,0,NA,1,yes.
b,27.83,0.000154,u,2.316621363,0.937280272,3.75,t,t,5,t,g,100,3,1.00E+06,NA,1,yes.
a,36.75,0.0005125,u,3.343686135,0.658955547,5,t,f,0,t,g,0,4000,0,f,1,yes.
a,47.25,7.50E-05,u,-3.197974579,0.836714083,2.75,t,t,1,f,g,333,892,3330000,NA,1,yes.
a,33.67,3.75E-05,u,4.051618918,0.640825176,0.375,f,f,0,f,g,300,44,3.00E+06,NA,1,yes.
b,45,0.00085,u,-0.129228099,0.579214164,14,t,t,1,t,g,88,2000,880000,t,1,yes.
b,33.17,0.000104,u,-1.28213332,0.998454601,6.5,t,f,0,t,g,164,31285,1640000,NA,1,yes.
a,25,8.75E-05,u,4.22460641,0.564422733,1.04,t,f,0,t,g,160,5860,1600000,f,1,yes.
b,26.67,0.000175,y,-4.510766061,0.91042601,1,t,t,5,t,g,160,5777,1600000,NA,1,yes.
b,48.5,0.000425,u,3.347939888,0.676819011,0.125,t,f,0,t,g,225,0,2250000,NA,1,yes.
b,37.42,0.000204,u,-1.43325005,0.901170484,0.04,t,f,0,t,g,400,5800,4.00E+06,NA,1,yes.
b,18,1.65E-05,u,-2.301267481,0.725951418,0.21,f,f,0,f,g,200,40,2.00E+06,f,1,yes.
a,56.5,0.0016,u,-4.359672354,0.776630247,0,t,t,15,f,g,0,247,0,t,1,yes.
b,25.75,5.00E-05,u,-2.322193615,0.881212302,1.46,t,t,5,t,g,312,0,3120000,t,1,yes.
a,22.58,0.001075,u,-1.697147349,0.701407401,0.415,t,t,5,t,g,0,560,0,NA,1,yes.
b,33.17,0.000304,y,-0.740203627,0.696202606,2.04,t,t,1,t,g,180,18027,1800000,t,1,yes.
b,32,0.000175,y,-4.77809031,0.596874558,0.04,t,f,0,t,g,393,0,3930000,NA,1,yes.
a,40.83,0.001,u,2.237729698,0.622687947,1.75,t,f,0,f,g,29,837,290000,NA,1,yes.
b,59.67,0.000154,u,-0.639042549,0.820506408,0.125,t,f,0,t,g,260,0,2600000,f,1,yes.
b,42.5,0.0004915,y,0.778282091,0.720169623,3.165,t,f,0,t,g,52,1442,520000,NA,1,yes.
a,28.08,0.0015,y,-4.603506834,0.838447984,0,t,f,0,f,g,0,13212,0,NA,1,yes.
a,37.75,0.00055,u,1.259564867,0.684611016,0.125,t,f,0,t,g,228,0,2280000,f,1,yes.
b,53.92,0.0009625,u,-3.159742057,0.837228771,8.665,t,t,5,f,g,0,0,0,NA,1,yes.
b,47.67,2.90E-05,u,0.714626128,0.708324228,15,t,t,20,f,g,0,15000,0,t,1,yes.
b,23.25,1.00E-04,u,0.620382677,0.773147307,0.835,t,f,0,f,s,300,0,3.00E+06,f,1,yes.
b,22.67,0.000254,y,2.015085246,0.980951177,2.585,t,f,0,f,g,0,0,0,f,1,yes.
b,54.58,0.0009415,u,-4.025398416,0.936409583,14.415,t,t,11,t,g,30,300,3.00E+05,NA,1,yes.
b,34.25,3.00E-04,u,-2.680351494,0.814587513,7.415,t,f,0,t,g,0,0,0,NA,1,yes.
b,27.58,0.000204,y,1.317482484,0.930880493,2,t,t,3,t,g,370,560,3700000,NA,1,yes.
a,46,4.00E-04,u,-3.428577865,0.725447098,0,t,f,0,f,g,100,960,1.00E+06,NA,1,yes.
a,60.92,5.00E-04,u,0.059410266,0.793377308,4,t,t,4,f,g,0,99,0,t,1,yes.
a,47.42,3.00E-04,u,1.864612061,0.783205231,13.875,t,t,2,t,g,519,1704,5190000,NA,1,yes.
b,37.33,0.00065,u,0.222366173,0.77904411,4.25,t,t,12,t,g,93,0,930000,NA,1,yes.
a,25.58,0,NA,-2.058394535,0.549959966,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
a,20.42,8.35E-05,u,4.331624235,0.904353126,1.585,t,t,1,f,g,0,0,0,t,1,yes.
a,44.17,0.0006665,u,2.679449543,0.698059577,7.375,t,t,3,t,g,0,0,0,t,1,yes.
b,34.75,0.0015,u,-4.456000102,0.73667314,5.375,t,t,9,t,g,0,134,0,NA,1,yes.
b,20.5,0.001,y,3.388460486,0.870153651,2.5,t,f,0,f,s,40,0,4.00E+05,NA,1,yes.
b,22.67,1.65E-05,u,1.380369302,0.752579949,2.25,f,f,0,t,s,0,0,0,NA,1,yes.
b,22.08,8.30E-05,u,-4.666218164,0.523737261,2.165,f,f,0,t,g,128,0,1280000,NA,1,yes.
b,42.83,0.0004625,u,0.364000066,0.908400217,4.58,t,f,0,f,s,0,0,0,NA,1,yes.
a,18.92,0.000925,y,-0.916767369,0.922390586,1,t,t,4,t,g,80,500,8.00E+05,t,1,yes.
a,20.67,3.00E-04,u,-4.520937114,0.486511903,0.165,t,t,3,f,g,100,6,1.00E+06,NA,1,yes.
a,32.33,5.40E-05,u,-0.06640611,0.807164405,0.04,t,f,0,f,g,440,11177,4400000,f,1,yes.
b,28.92,0.0015,u,2.220715189,0.908485499,5.335,t,t,11,f,g,0,2283,0,NA,1,yes.
a,52.83,0.0015,u,-3.298354177,0.914727117,5.5,t,t,14,f,g,0,2200,0,NA,1,yes.
a,20.67,0.0001835,u,4.289617592,0.666588271,2.085,t,t,5,f,g,220,2503,2200000,NA,1,yes.
b,36.25,5.00E-04,u,0.992365265,0.731237625,2.5,t,t,6,f,g,0,367,0,NA,1,yes.
a,20.33,0.001,u,-2.473539645,0.619923497,1,t,t,4,f,g,50,1465,5.00E+05,NA,1,yes.
b,25.75,7.50E-05,u,-3.662028047,0.690742034,0.25,t,f,0,f,g,349,23,3490000,f,1,yes.
a,28.17,3.75E-05,u,-3.730643252,0.745317107,0.585,t,t,4,f,g,80,0,8.00E+05,t,1,yes.
b,23.92,6.65E-05,u,-4.832732044,0.851771311,0.165,f,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,56,0.00125,u,-4.28691624,0.999266746,8,t,f,0,t,g,24,2028,240000,NA,1,yes.
a,20.75,0.001025,u,-0.927039536,0.866341823,0.71,t,t,2,t,g,49,0,490000,t,1,yes.
a,30.5,0.00065,u,-4.598243933,0.976298352,4,t,t,7,t,g,0,3065,0,t,1,yes.
a,45.83,0.00105,u,-2.193790246,0.879435387,5,t,t,7,t,g,0,0,0,t,1,yes.
b,39,5.00E-04,u,3.376015665,0.666813006,3.5,t,t,10,t,g,0,0,0,t,1,yes.
b,22.08,0.0011,u,-2.293884836,0.681699906,0.665,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,28.25,0.0005125,u,-4.644072317,0.982775861,4.75,t,t,2,f,g,420,7,4200000,NA,1,yes.
a,18.83,0.0004415,y,0.45336647,0.787578163,3,t,f,0,f,g,240,0,2400000,f,1,yes.
a,28.67,0.000104,u,-0.01209921,0.917931528,2.5,t,t,5,t,g,300,1430,3.00E+06,NA,1,yes.
a,22.5,0.000846,y,-2.115332198,0.780477023,2.46,f,f,0,f,g,164,0,1640000,f,1,yes.
b,NA,0.00105,u,-1.739506077,0.75749808,6.5,t,f,0,f,g,0,0,0,f,1,yes.
a,28.5,0.000304,y,-2.547871619,0.914154801,2.54,t,t,1,f,g,70,0,7.00E+05,NA,1,yes.
b,19.17,0.00095,u,-4.41989484,0.900671375,1.5,t,f,0,f,g,120,2206,1200000,NA,1,yes.
a,21.5,6.00E-04,u,4.269810277,0.802354728,2.5,t,t,3,f,g,80,918,8.00E+05,t,1,yes.
b,17.5,0.0022,l,-1.503745264,0.734082527,0,f,f,0,t,p,450,100000,4500000,f,1,yes.
b,26.67,0.000271,y,-0.911665608,0.875257746,5.25,t,t,1,f,g,211,0,2110000,NA,1,yes.
b,34.42,0.000425,u,2.458000665,0.689745905,3.25,t,t,2,f,g,274,610,2740000,t,1,yes.
b,73.42,0.001775,u,-4.667586356,0.785426745,0,t,f,0,t,g,0,0,0,f,1,yes.
a,23,0.001175,u,-1.944117486,0.873014792,0.5,t,t,2,t,g,300,551,3.00E+06,NA,1,yes.
b,23.08,0.00025,u,-2.135220785,0.822262293,1.085,t,t,11,t,g,60,2184,6.00E+05,NA,1,yes.
b,19.42,0.00065,u,1.973177954,0.523093936,1.46,t,t,7,f,g,80,2954,8.00E+05,t,1,yes.
b,23.33,0.0011625,y,-3.8562508,0.780395167,0.835,t,f,0,t,g,160,300,1600000,NA,1,yes.
b,42.17,0.000504,u,-2.1166038,0.867090697,12.75,t,f,0,t,g,92,0,920000,NA,1,yes.
b,21.25,0.00015,u,2.200391325,0.814251082,1.5,f,f,0,f,g,150,8,1500000,NA,1,yes.
b,34.17,0.000525,u,-0.838672644,1.013331783,0.085,f,f,0,t,g,290,6,2900000,NA,1,yes.
a,47.75,8.00E-04,u,-2.187031205,0.718857193,7.875,t,t,6,t,g,0,1260,0,t,1,yes.
a,44.33,0,u,2.104759242,0.628527438,2.5,t,f,0,f,g,0,0,0,NA,1,yes.
b,39.5,0.000425,u,3.020305843,0.987296141,6.5,t,t,16,f,g,117,1210,1170000,t,1,yes.
a,41.17,0.00065,u,1.083058005,0.806998941,0.5,t,t,3,t,g,145,0,1450000,NA,1,yes.
b,29.92,0.0001835,u,-4.866441037,0.841203028,4.335,t,f,0,f,g,260,200,2600000,f,1,yes.
b,23.17,0,NA,0.496342131,0.996937084,0,f,f,0,f,p,NA,0,NA,f,1,yes.
b,35.17,0.00025,u,2.309809921,0.863746151,4.5,t,t,7,f,g,150,1270,1500000,t,1,yes.
a,19.17,0.0008585,u,-2.021317866,0.599287485,0.75,t,t,7,f,g,96,0,960000,NA,1,yes.
b,52.5,0.00065,u,4.114836142,0.723136285,6.29,t,t,15,f,g,0,11202,0,t,1,yes.
b,39.92,0.000621,u,-4.622831773,0.873275172,0.04,t,t,1,f,g,200,300,2.00E+06,t,1,yes.
b,21.33,0.00105,u,-3.134900527,0.668570795,3,t,f,0,t,g,0,0,0,NA,1,yes.
a,35.75,9.15E-05,u,3.348366893,0.804215336,0.75,t,t,4,f,g,0,1583,0,t,1,yes.
b,67.75,0.00055,u,-1.016361685,0.844004485,13,t,t,1,t,g,0,0,0,t,1,yes.
b,32.67,9.00E-04,y,-0.050191903,0.763976478,5.25,t,f,0,t,g,154,0,1540000,f,1,yes.
b,49.5,0.0007585,u,4.592912325,0.755167613,7.585,t,t,15,t,g,0,5000,0,t,1,yes.
b,21,3.00E-04,y,-2.602283596,0.832331249,1.085,t,t,8,t,g,160,1,1600000,t,1,yes.
b,28.25,8.75E-05,u,3.538678146,0.990659774,0.96,t,t,3,t,g,396,0,3960000,t,1,yes.
b,34.17,0.000154,u,-2.16408123,0.640176434,1.54,t,t,1,t,g,520,50000,5200000,NA,1,yes.
b,31.92,0.000446,u,3.6277752,0.912664103,6.04,t,t,3,f,g,311,300,3110000,NA,1,yes.
a,29.5,4.60E-05,u,-2.679250976,0.678702573,0.54,t,t,4,f,g,380,500,3800000,NA,1,yes.
b,23.17,0,u,-1.04055794,0.751430595,0.085,t,f,0,f,g,0,0,0,f,1,yes.
a,18.08,3.75E-05,l,2.206155544,0.970524683,10,f,f,0,t,s,300,0,3.00E+06,f,1,yes.
a,24.75,3.00E-04,u,-4.090886577,0.745764594,1.835,t,t,19,f,g,0,500,0,NA,1,yes.
a,20.83,3.00E-04,u,3.331760911,0.809125101,0.04,t,f,0,f,g,100,0,1.00E+06,f,1,yes.
b,28,2.00E-04,u,-1.975731165,0.679520628,4.165,t,t,2,t,g,181,0,1810000,NA,1,yes.
b,20.42,0.0001835,u,-3.48072255,0.747609798,2.25,t,t,1,f,g,100,150,1.00E+06,NA,1,yes.
b,28.67,0.0009335,u,0.121774857,0.719077908,5.665,t,t,6,f,g,381,168,3810000,t,1,yes.
b,21.92,5.40E-05,y,4.662272618,0.804261991,0.04,t,t,1,t,g,840,59,8400000,t,1,yes.
b,43.25,3.00E-04,u,4.56103395,0.968145783,6,t,t,11,f,g,80,0,8.00E+05,NA,1,yes.
b,20.42,7.00E-04,u,-0.147165367,0.838200782,1.625,t,t,3,f,g,200,1391,2.00E+06,NA,1,yes.
b,42,2.05E-05,u,4.443799399,0.694672509,5.125,t,f,0,f,g,400,0,4.00E+06,NA,1,yes.
a,23.42,7.90E-05,y,-1.514713364,1.061393893,1.5,t,t,2,t,g,80,400,8.00E+05,NA,1,yes.
a,25.17,0.0002875,u,4.772115913,0.767338379,0.875,t,f,0,f,g,360,0,3600000,NA,1,yes.
b,24.83,0.000275,u,0.902820998,0.914074452,2.25,t,t,6,f,g,NA,600,NA,NA,1,yes.
NA,24.5,0.001275,u,-0.739718026,0.958626249,4.75,t,t,2,f,g,73,444,730000,NA,1,yes.
b,37.5,0.0001125,y,-3.850554107,0.831956477,1.5,f,f,0,t,g,431,0,4310000,NA,1,yes.
b,36.75,1.25E-05,y,-3.514177194,0.724367999,1.5,f,f,0,t,g,232,113,2320000,f,1,yes.
b,28.25,0.000504,y,2.913153451,0.908031894,1.5,t,t,8,t,g,144,7,1440000,t,1,yes.
b,32.75,0.00015,u,3.297456312,0.769629288,5.5,t,t,3,t,g,0,0,0,t,1,yes.
a,17.83,0.0011,u,-2.70820962,0.817554284,1,t,t,11,f,g,0,3000,0,NA,1,yes.
a,22.83,0.000229,u,-0.66696563,0.911874514,2.29,t,t,7,t,g,140,2384,1400000,t,1,yes.
b,13.75,4.00E-04,y,2.250822429,0.763803496,1.75,t,t,2,t,g,120,1000,1200000,NA,1,yes.
a,41,0.000204,y,1.350764036,0.934301374,0.125,t,t,23,t,g,455,1236,4550000,NA,1,yes.
b,23.08,0.00115,u,4.655297024,0.951498094,2.125,t,t,11,t,g,290,284,2900000,NA,1,yes.
b,20.17,0.0005625,u,-2.964818308,0.924414136,1.71,t,f,0,f,s,120,0,1200000,NA,1,yes.
a,50.08,0.001254,u,-2.092148939,0.686328378,2.29,t,t,3,t,g,156,0,1560000,NA,1,yes.
b,27,7.50E-05,u,3.009301592,0.962322036,4.25,t,t,3,t,g,312,150,3120000,t,1,yes.
b,38.17,0.0010125,u,-4.429077648,0.517499543,2.5,t,t,6,f,g,520,196,5200000,t,1,yes.
b,27,0.00015,y,3.617995402,0.603441998,0.375,t,f,0,t,g,260,1065,2600000,NA,1,yes.
b,41.17,0.000404,u,3.828004589,0.77554838,7,t,t,8,f,g,320,0,3200000,t,1,yes.
a,65.17,0.0014,u,-2.166399751,0.785676721,0,t,t,11,t,g,0,1400,0,NA,1,yes.
b,37.58,0,NA,1.987393703,0.74675754,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
b,23.25,0.00015,u,-4.166055017,0.740311708,2.375,t,t,3,t,g,0,582,0,NA,1,yes.
b,21.83,0.0011,u,-2.260245874,0.827379145,0.29,t,t,6,f,g,121,0,1210000,NA,1,yes.
b,26,1.00E-04,u,4.808095645,0.749476002,1.75,t,f,0,t,g,280,0,2800000,NA,1,yes.
b,31.67,8.30E-05,u,3.41079141,0.7274412,1.335,t,t,8,t,g,303,3290,3030000,t,1,yes.
a,49.83,0.0013585,u,-2.285497221,0.846161766,8.5,t,f,0,t,g,0,0,0,NA,1,yes.
a,47.42,8.00E-04,u,2.261417836,0.736700898,6.5,t,t,6,f,g,375,51100,3750000,t,1,yes.
b,51.33,0.001,u,-1.672520409,0.873899243,0,t,t,11,f,g,0,1249,0,NA,1,yes.
a,18.92,9.00E-04,u,-2.452789804,1.170092303,0.75,t,t,2,f,g,88,591,880000,NA,1,yes.
a,28.42,0.00035,u,2.2979791,0.87602755,0.835,t,f,0,f,s,280,0,2800000,f,1,yes.
b,56.75,0.001225,u,-4.852442946,0.895780984,1.25,t,t,4,t,g,200,0,2.00E+06,NA,1,yes.
a,58.42,0.0021,u,-1.662963207,0.677064407,10,t,t,13,f,g,0,6700,0,NA,1,yes.
b,48.33,0.0012,u,4.811727845,0.683705628,16,t,f,0,f,s,110,0,1100000,f,1,yes.
b,33.17,1.00E-04,u,-4.333750047,0.736807882,0.75,t,t,7,t,g,340,4071,3400000,NA,1,yes.
a,22.42,0.0005665,u,-4.232520431,0.617697121,2.585,t,t,7,f,g,129,3257,1290000,t,1,yes.
a,18.83,0.000954,u,4.794954043,0.985135538,0.085,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,48.58,2.05E-05,y,-1.811403588,0.798529253,0.25,t,t,11,f,g,380,2732,3800000,NA,1,yes.
b,26.75,0.0001125,u,1.414813967,0.667511973,1.25,t,f,0,f,g,0,5298,0,f,1,yes.
b,64.08,0.002,u,-3.292591665,0.765793256,17.5,t,t,9,t,g,0,1000,0,t,1,yes.
b,20.17,0.000925,u,-0.441315311,0.613359213,1.665,t,t,3,t,g,40,28,4.00E+05,NA,1,yes.
b,25.67,0.00125,u,4.598366737,0.72264226,1.21,t,t,67,t,g,140,258,1400000,NA,1,yes.
b,22.67,0.00105,u,3.02777369,0.973188675,1.335,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,31.33,0.00195,u,3.317135961,0.681743506,7,t,t,16,f,g,0,5000,0,t,1,yes.
b,56.42,0.0028,y,-3.362599183,0.876628602,28.5,t,t,40,f,g,0,15,0,t,1,yes.
a,24.75,0.00125,u,0.316680216,0.862471367,1.5,t,t,12,t,g,120,567,1200000,NA,1,yes.
a,24.08,5.00E-05,u,-0.004955875,0.70179498,1.25,t,t,1,f,g,0,678,0,NA,1,yes.
b,28.33,5.00E-04,u,3.321216241,0.885736089,11,t,f,0,t,g,70,0,7.00E+05,f,1,yes.
a,26.92,0.00135,u,-0.800018981,0.621479603,5,t,t,2,f,g,0,5000,0,NA,1,yes.
b,27.67,0.001375,u,1.713269018,0.771821139,5.75,t,f,0,t,g,487,500,4870000,NA,1,yes.
b,38.67,2.10E-05,u,-0.289721801,0.942949454,0.085,t,f,0,t,g,280,0,2800000,f,1,yes.
a,32.17,0.000146,u,-3.406553012,0.739821323,1.085,t,t,16,f,g,120,2079,1200000,NA,1,yes.
b,32.67,0.00055,u,-4.574081299,0.925320769,5.5,t,t,12,t,g,408,1000,4080000,t,1,yes.
b,48.75,0.00085,u,-0.985393643,0.790507634,12.5,t,t,9,f,g,181,1655,1810000,t,1,yes.
b,21,0.000479,y,0.855703123,0.944887452,2.25,t,t,1,t,g,80,300,8.00E+05,NA,1,yes.
b,48.17,0.0007625,u,2.134245888,1.063158493,15.5,t,t,12,f,g,0,790,0,NA,1,yes.
b,39.33,0.0005875,u,2.341727165,0.925468804,10,t,t,14,t,g,399,0,3990000,t,1,yes.
a,25.08,0.000254,y,2.450918248,0.786694212,0.25,t,f,0,t,g,370,0,3700000,NA,1,yes.
b,23.25,4.00E-04,u,3.417097486,0.738056968,0.25,t,f,0,t,g,160,0,1600000,NA,1,yes.
a,30.67,0.0012,u,3.616933187,0.831484603,2,t,t,1,f,g,220,19,2200000,NA,1,yes.
b,19.17,0,y,-3.99390718,0.703606709,0,f,f,0,t,s,500,1,5.00E+06,NA,1,yes.
NA,20.08,1.25E-05,u,-1.589525866,0.767418024,1,f,t,1,f,g,240,768,2400000,t,1,yes.
b,36.67,0.000325,u,3.800175528,0.776842014,9,t,f,0,t,g,102,639,1020000,NA,1,yes.
b,23.17,0.0011125,u,-0.395902751,0.802421913,0.46,t,t,1,f,g,100,0,1.00E+06,t,1,yes.
a,15.83,5.85E-05,u,-1.778237559,0.775594051,1.5,t,t,2,f,g,100,0,1.00E+06,t,1,yes.
b,16.08,7.50E-05,u,-0.393530612,0.784384794,1.75,t,t,5,t,g,352,690,3520000,t,1,yes.
a,47,0.0013,u,-1.909819227,1.203660007,5.165,t,t,9,t,g,0,0,0,t,1,yes.
a,71.58,0,NA,-0.115203939,0.796421957,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
a,21.25,0.0002335,u,2.626484686,0.884234385,0.5,t,t,4,f,s,80,0,8.00E+05,NA,1,yes.
b,65.42,0.0011,u,-0.323901747,0.775111607,20,t,t,7,t,g,22,0,220000,NA,1,yes.
b,20.5,0.0002415,u,3.925740197,0.823672849,2,t,t,11,t,g,200,3000,2.00E+06,NA,1,yes.
b,55.92,0.00115,u,-1.426013012,0.746765064,5,t,t,5,f,g,0,8851,0,NA,1,yes.
b,34.92,0.00025,u,-3.048992767,0.820405833,0,t,f,0,t,g,239,200,2390000,f,1,yes.
b,56.58,0.00185,u,-2.662504271,0.981741147,15,t,t,17,t,g,0,0,0,t,1,yes.
b,25.17,6.00E-04,u,-1.301858416,0.847728041,1,t,t,3,f,g,0,0,0,NA,1,yes.
b,25.08,0.000171,u,-1.347412488,0.834214208,1.665,t,t,1,t,g,395,20,3950000,NA,1,yes.
b,57.83,0.000704,u,-2.909516217,0.929997026,14,t,t,6,t,g,360,1332,3600000,NA,1,yes.
b,34.92,5.00E-04,u,-1.123478361,0.76203177,7.5,t,t,6,t,g,0,1000,0,NA,1,yes.
b,33.58,0.000275,u,-4.029744985,0.974366225,4.25,t,t,6,f,g,204,0,2040000,NA,1,yes.
a,22.92,0.0011585,u,-0.929121834,0.863459566,0.04,t,f,0,f,g,80,1349,8.00E+05,NA,1,yes.
a,24.5,5.00E-05,u,4.651632796,0.727768522,1.5,t,f,0,f,g,280,824,2800000,NA,1,yes.
b,20.25,0.000996,u,0.22589016,0.844435661,0,t,f,0,f,g,0,0,0,NA,1,yes.
b,18.5,2.00E-04,u,-2.034878428,0.844060819,1.5,t,t,2,f,g,120,300,1200000,NA,1,yes.
b,25.17,0.00035,u,-3.207015633,0.596641551,0.625,t,t,7,f,g,0,7059,0,t,1,yes.
b,44.33,5.00E-05,u,1.635520766,0.651989605,5,t,f,0,t,g,320,0,3200000,NA,1,yes.
b,18.08,0.00055,u,3.722360216,0.544992489,0.5,t,f,0,f,g,80,0,8.00E+05,NA,1,yes.
a,60.58,0.00165,u,1.97230641,0.844579133,11,t,f,0,t,g,21,10561,210000,NA,1,yes.
b,41.5,0.000154,u,-1.753968473,0.76333204,3.5,f,f,0,f,g,216,0,2160000,NA,1,yes.
a,25.75,5.00E-05,u,0.863663612,0.854863561,0.875,t,f,0,t,g,491,0,4910000,NA,1,yes.
b,29.25,0.001479,u,2.746881773,0.914064418,5.04,t,t,5,t,g,168,0,1680000,t,1,yes.
a,36,1.00E-04,u,0.400761026,0.850007014,2,t,t,11,f,g,0,456,0,t,1,yes.
b,31.67,0.0016165,u,4.23485066,0.659250468,3,t,t,9,f,g,250,730,2500000,t,1,yes.
b,60.08,0.00145,u,-4.813164079,0.783116043,18,t,t,15,t,g,0,1000,0,t,1,yes.
b,22.33,0.0011,u,0.58519111,0.90277691,2,t,t,1,f,g,80,278,8.00E+05,NA,1,yes.
b,40,0.00065,u,3.556369182,0.588034113,3.5,t,t,1,f,g,0,500,0,NA,1,yes.
b,35.17,0.0025125,u,0.427368653,0.990188578,1.625,t,t,1,t,g,515,500,5150000,NA,1,yes.
b,41.33,0,u,-4.559329497,0.972004335,15,t,f,0,f,g,0,0,0,NA,1,yes.
a,20.75,0.0010335,u,2.790586778,0.584113119,0.335,t,t,1,t,g,80,50,8.00E+05,t,1,yes.
b,32.08,4.00E-04,u,4.357370643,0.831787426,2.5,t,f,0,t,g,360,0,3600000,NA,1,yes.
b,NA,4.00E-04,u,2.256644233,0.89904951,5,t,t,3,t,g,290,2279,2900000,t,1,yes.
b,23.92,0.00015,u,-0.473701686,0.854092698,1.875,t,t,6,f,g,200,327,2.00E+06,t,1,yes.
a,23.25,0.0005875,u,0.720508406,0.847990301,3.17,t,t,10,f,g,120,245,1200000,NA,1,yes.
a,46.67,4.60E-05,u,-3.485773988,0.945174683,0.415,t,t,11,t,g,440,6,4400000,NA,1,yes.
a,25,0.001233,u,-4.855551079,1.02872938,3.5,t,t,6,f,g,400,458,4.00E+06,t,1,yes.
b,25.5,3.75E-05,u,-0.58331996,0.700209218,0.25,t,t,3,f,g,260,15108,2600000,t,1,yes.
a,18.75,0.00075,u,0.318033677,0.512766592,2.71,t,t,5,f,g,NA,26726,NA,t,1,yes.
a,23.5,9.00E-04,u,2.958697642,0.738381917,8.5,t,t,5,t,g,120,0,1200000,t,1,yes.
b,34.17,0.000917,u,3.201280183,0.716643618,4.5,t,t,12,t,g,0,221,0,NA,1,yes.
b,27.83,0.000154,u,-4.415589476,0.96976675,3.75,t,t,5,t,g,100,3,1.00E+06,NA,1,yes.
a,36.75,0.0005125,u,-2.865408526,0.9126608,5,t,f,0,t,g,0,4000,0,f,1,yes.
a,47.25,7.50E-05,u,-0.17761918,0.819801463,2.75,t,t,1,f,g,333,892,3330000,NA,1,yes.
a,33.67,3.75E-05,u,-2.070437816,0.842601402,0.375,f,f,0,f,g,300,44,3.00E+06,NA,1,yes.
b,45,0.00085,u,-0.906455037,0.706498621,14,t,t,1,t,g,88,2000,880000,t,1,yes.
b,33.17,0.000104,u,-0.937754812,0.98492685,6.5,t,f,0,t,g,164,31285,1640000,NA,1,yes.
a,25,8.75E-05,u,3.922276443,0.807764394,1.04,t,f,0,t,g,160,5860,1600000,f,1,yes.
b,26.67,0.000175,y,4.488527994,0.965861372,1,t,t,5,t,g,160,5777,1600000,NA,1,yes.
b,48.5,0.000425,u,0.273627678,0.886268453,0.125,t,f,0,t,g,225,0,2250000,NA,1,yes.
b,37.42,0.000204,u,-1.133328164,0.731108232,0.04,t,f,0,t,g,400,5800,4.00E+06,NA,1,yes.
b,18,1.65E-05,u,-3.672330854,0.728279224,0.21,f,f,0,f,g,200,40,2.00E+06,f,1,yes.
a,56.5,0.0016,u,-1.212258786,0.832061755,0,t,t,15,f,g,0,247,0,t,1,yes.
b,25.75,5.00E-05,u,-3.40309412,0.778611777,1.46,t,t,5,t,g,312,0,3120000,t,1,yes.
a,22.58,0.001075,u,-2.600520768,0.741468534,0.415,t,t,5,t,g,0,560,0,NA,1,yes.
